sample_id,population_id,superpopulation,dataset,country,neural_ancestry
HG01783,IBS,European,kg,,European
HG01784,IBS,European,kg,,European
HG01785,IBS,European,kg,,European
HG01786,IBS,European,kg,,European
HG01789,GBR,European,kg,,European
HG01790,GBR,European,kg,,European
HG01791,GBR,European,kg,,European
HG01794,CDX,East Asian,kg,,East Asian
HG01795,CDX,East Asian,kg,,East Asian
HG01796,CDX,East Asian,kg,,East Asian
HG01797,CDX,East Asian,kg,,East Asian
HG01798,CDX,East Asian,kg,,East Asian
HG01799,CDX,East Asian,kg,,East Asian
HG01800,CDX,East Asian,kg,,East Asian
HG01801,CDX,East Asian,kg,,East Asian
HG01802,CDX,East Asian,kg,,East Asian
HG01804,CDX,East Asian,kg,,East Asian
HG01805,CDX,East Asian,kg,,East Asian
HG01806,CDX,East Asian,kg,,East Asian
HG01807,CDX,East Asian,kg,,East Asian
HG01808,CDX,East Asian,kg,,East Asian
HG01809,CDX,East Asian,kg,,East Asian
HG01810,CDX,East Asian,kg,,East Asian
HG01811,CDX,East Asian,kg,,East Asian
HG01812,CDX,East Asian,kg,,East Asian
HG01813,CDX,East Asian,kg,,East Asian
HG01815,CDX,East Asian,kg,,East Asian
HG01816,CDX,East Asian,kg,,East Asian
HG01817,CDX,East Asian,kg,,East Asian
HG01840,KHV,East Asian,kg,,East Asian
HG01841,KHV,East Asian,kg,,East Asian
HG01842,KHV,East Asian,kg,,East Asian
HG01843,KHV,East Asian,kg,,East Asian
HG01844,KHV,East Asian,kg,,East Asian
HG01845,KHV,East Asian,kg,,East Asian
HG01846,KHV,East Asian,kg,,East Asian
HG01847,KHV,East Asian,kg,,East Asian
HG01848,KHV,East Asian,kg,,East Asian
HG01849,KHV,East Asian,kg,,East Asian
HG01850,KHV,East Asian,kg,,East Asian
HG01851,KHV,East Asian,kg,,East Asian
HG01852,KHV,East Asian,kg,,East Asian
HG01853,KHV,East Asian,kg,,East Asian
HG01855,KHV,East Asian,kg,,East Asian
HG01857,KHV,East Asian,kg,,East Asian
HG01858,KHV,East Asian,kg,,East Asian
HG01859,KHV,East Asian,kg,,East Asian
HG01860,KHV,East Asian,kg,,East Asian
HG01861,KHV,East Asian,kg,,East Asian
HG01862,KHV,East Asian,kg,,East Asian
HG01863,KHV,East Asian,kg,,East Asian
HG01864,KHV,East Asian,kg,,East Asian
HG01865,KHV,East Asian,kg,,East Asian
HG01866,KHV,East Asian,kg,,East Asian
HG01867,KHV,East Asian,kg,,East Asian
HG01868,KHV,East Asian,kg,,East Asian
HG01869,KHV,East Asian,kg,,East Asian
HG01870,KHV,East Asian,kg,,East Asian
HG01871,KHV,East Asian,kg,,East Asian
HG01872,KHV,East Asian,kg,,East Asian
HG01873,KHV,East Asian,kg,,East Asian
HG01874,KHV,East Asian,kg,,East Asian
HG01878,KHV,East Asian,kg,,East Asian
HG01879,ACB,African,kg,,
HG01880,ACB,African,kg,,
HG01881,ACB,African,kg,,
HG01882,ACB,African,kg,,
HG01883,ACB,African,kg,,
HG01884,ACB,African,kg,,
HG01885,ACB,African,kg,,
HG01886,ACB,African,kg,,
HG01887,ACB,African,kg,,
HG01888,ACB,African,kg,,
HG01889,ACB,African,kg,,
HG01890,ACB,African,kg,,
HG01891,ACB,African,kg,,
HG01892,PEL,American,kg,,
HG01893,PEL,American,kg,,
HG01894,ACB,African,kg,,
HG01895,ACB,African,kg,,
HG01896,ACB,African,kg,,
HG01897,ACB,African,kg,,
HG01898,PEL,American,kg,,
HG01912,ACB,African,kg,,
HG01914,ACB,African,kg,,
HG01915,ACB,African,kg,,
HG01916,ACB,African,kg,,
HG01917,PEL,American,kg,,American
HG01918,PEL,American,kg,,
HG01919,PEL,American,kg,,
HG01920,PEL,American,kg,,American
HG01921,PEL,American,kg,,
HG01922,PEL,American,kg,,
HG01923,PEL,American,kg,,American
HG01924,PEL,American,kg,,
HG01925,PEL,American,kg,,
HG01926,PEL,American,kg,,American
HG01927,PEL,American,kg,,American
HG01928,PEL,American,kg,,
HG01932,PEL,American,kg,,
HG01933,PEL,American,kg,,
HG01934,PEL,American,kg,,
HG01935,PEL,American,kg,,
HG01936,PEL,American,kg,,
HG01937,PEL,American,kg,,
HG01938,PEL,American,kg,,American
HG01939,PEL,American,kg,,
HG01940,PEL,American,kg,,
HG01941,PEL,American,kg,,
HG01942,PEL,American,kg,,
HG01943,PEL,American,kg,,
HG01944,PEL,American,kg,,
HG01945,PEL,American,kg,,
HG01946,PEL,American,kg,,
HG01947,PEL,American,kg,,
HG01948,PEL,American,kg,,
HG01949,PEL,American,kg,,
HG01950,PEL,American,kg,,American
HG01951,PEL,American,kg,,American
HG01952,PEL,American,kg,,
HG01953,PEL,American,kg,,American
HG01954,PEL,American,kg,,American
HG01955,PEL,American,kg,,
HG01956,ACB,African,kg,,
HG01958,ACB,African,kg,,
HG01959,ACB,African,kg,,
HG01960,ACB,African,kg,,
HG01961,PEL,American,kg,,American
HG01965,PEL,American,kg,,
HG01967,PEL,American,kg,,
HG01968,PEL,American,kg,,American
HG01969,PEL,American,kg,,
HG01970,PEL,American,kg,,
HG01971,PEL,American,kg,,
HG01972,PEL,American,kg,,
HG01973,PEL,American,kg,,
HG01974,PEL,American,kg,,American
HG01975,PEL,American,kg,,
HG01976,PEL,American,kg,,
HG01977,PEL,American,kg,,
HG01978,PEL,American,kg,,
HG01979,PEL,American,kg,,
HG01980,PEL,American,kg,,
HG01981,PEL,American,kg,,
HG01982,PEL,American,kg,,
HG01983,PEL,American,kg,,
HG01984,PEL,American,kg,,
HG01985,ACB,African,kg,,
HG01986,ACB,African,kg,,
HG01987,ACB,African,kg,,
HG01988,ACB,African,kg,,
HG01989,ACB,African,kg,,
HG01990,ACB,African,kg,,
HG01991,PEL,American,kg,,
HG01992,PEL,American,kg,,American
HG01993,PEL,American,kg,,
HG01997,PEL,American,kg,,American
HG01998,PEL,American,kg,,
HG02002,PEL,American,kg,,
HG02003,PEL,American,kg,,
HG02004,PEL,American,kg,,
HG02006,PEL,American,kg,,
HG02008,PEL,American,kg,,
HG02009,ACB,African,kg,,
HG02010,ACB,African,kg,,
HG02011,ACB,African,kg,,
HG02012,ACB,African,kg,,
HG02013,ACB,African,kg,,
HG02014,ACB,African,kg,,
HG02015,KHV,East Asian,kg,,
HG02016,KHV,East Asian,kg,,East Asian
HG02017,KHV,East Asian,kg,,East Asian
HG02018,KHV,East Asian,kg,,
HG02019,KHV,East Asian,kg,,East Asian
HG02020,KHV,East Asian,kg,,East Asian
HG02023,KHV,East Asian,kg,,East Asian
HG02024,KHV,East Asian,kg,,
HG02025,KHV,East Asian,kg,,East Asian
HG02026,KHV,East Asian,kg,,East Asian
HG02027,KHV,East Asian,kg,,
HG02028,KHV,East Asian,kg,,East Asian
HG02029,KHV,East Asian,kg,,East Asian
HG02030,KHV,East Asian,kg,,
HG02031,KHV,East Asian,kg,,East Asian
HG02032,KHV,East Asian,kg,,East Asian
HG02035,KHV,East Asian,kg,,East Asian
HG02040,KHV,East Asian,kg,,East Asian
HG02047,KHV,East Asian,kg,,East Asian
HG02048,KHV,East Asian,kg,,East Asian
HG02049,KHV,East Asian,kg,,East Asian
HG02050,KHV,East Asian,kg,,East Asian
HG02051,ACB,African,kg,,
HG02052,ACB,African,kg,,
HG02053,ACB,African,kg,,
HG02054,ACB,African,kg,,
HG02055,ACB,African,kg,,
HG02056,KHV,East Asian,kg,,
HG02057,KHV,East Asian,kg,,East Asian
HG02058,KHV,East Asian,kg,,East Asian
HG02059,KHV,East Asian,kg,,
HG02060,KHV,East Asian,kg,,East Asian
HG02061,KHV,East Asian,kg,,East Asian
HG02064,KHV,East Asian,kg,,East Asian
HG02067,KHV,East Asian,kg,,East Asian
HG02068,KHV,East Asian,kg,,
HG02069,KHV,East Asian,kg,,East Asian
HG02070,KHV,East Asian,kg,,East Asian
HG02071,KHV,East Asian,kg,,
HG02072,KHV,East Asian,kg,,East Asian
HG02073,KHV,East Asian,kg,,East Asian
HG02074,KHV,East Asian,kg,,
HG02075,KHV,East Asian,kg,,East Asian
HG02076,KHV,East Asian,kg,,East Asian
HG02077,KHV,East Asian,kg,,
HG02078,KHV,East Asian,kg,,East Asian
HG02079,KHV,East Asian,kg,,East Asian
HG02080,KHV,East Asian,kg,,
HG02081,KHV,East Asian,kg,,East Asian
HG02082,KHV,East Asian,kg,,East Asian
HG02083,KHV,East Asian,kg,,
HG02084,KHV,East Asian,kg,,East Asian
HG02085,KHV,East Asian,kg,,East Asian
HG02086,KHV,East Asian,kg,,East Asian
HG02087,KHV,East Asian,kg,,East Asian
HG02088,KHV,East Asian,kg,,East Asian
HG02089,PEL,American,kg,,
HG02090,PEL,American,kg,,
HG02091,PEL,American,kg,,
HG02095,ACB,African,kg,,
HG02102,PEL,American,kg,,
HG02104,PEL,American,kg,,American
HG02105,PEL,American,kg,,American
HG02106,PEL,American,kg,,
HG02107,ACB,African,kg,,
HG02108,ACB,African,kg,,
HG02111,ACB,African,kg,,
HG02113,KHV,East Asian,kg,,East Asian
HG02116,KHV,East Asian,kg,,East Asian
HG02120,KHV,East Asian,kg,,
HG02121,KHV,East Asian,kg,,East Asian
HG02122,KHV,East Asian,kg,,East Asian
HG02126,KHV,East Asian,kg,,
HG02127,KHV,East Asian,kg,,East Asian
HG02128,KHV,East Asian,kg,,East Asian
HG02129,KHV,East Asian,kg,,
HG02130,KHV,East Asian,kg,,East Asian
HG02131,KHV,East Asian,kg,,East Asian
HG02132,KHV,East Asian,kg,,
HG02133,KHV,East Asian,kg,,East Asian
HG02134,KHV,East Asian,kg,,East Asian
HG02135,KHV,East Asian,kg,,
HG02136,KHV,East Asian,kg,,East Asian
HG02137,KHV,East Asian,kg,,East Asian
HG02138,KHV,East Asian,kg,,East Asian
HG02139,KHV,East Asian,kg,,East Asian
HG02140,KHV,East Asian,kg,,East Asian
HG02141,KHV,East Asian,kg,,East Asian
HG02142,KHV,East Asian,kg,,East Asian
HG02143,ACB,African,kg,,
HG02144,ACB,African,kg,,
HG02145,ACB,African,kg,,
HG02146,PEL,American,kg,,American
HG02147,PEL,American,kg,,American
HG02148,PEL,American,kg,,
HG02150,PEL,American,kg,,American
HG02151,CDX,East Asian,kg,,East Asian
HG02152,CDX,East Asian,kg,,East Asian
HG02153,CDX,East Asian,kg,,East Asian
HG02154,CDX,East Asian,kg,,East Asian
HG02155,CDX,East Asian,kg,,East Asian
HG02156,CDX,East Asian,kg,,East Asian
HG02164,CDX,East Asian,kg,,East Asian
HG02165,CDX,East Asian,kg,,East Asian
HG02166,CDX,East Asian,kg,,East Asian
HG02178,CDX,East Asian,kg,,East Asian
HG02179,CDX,East Asian,kg,,East Asian
HG02180,CDX,East Asian,kg,,East Asian
HG02181,CDX,East Asian,kg,,East Asian
HG02182,CDX,East Asian,kg,,East Asian
HG02184,CDX,East Asian,kg,,East Asian
HG02185,CDX,East Asian,kg,,East Asian
HG02186,CDX,East Asian,kg,,East Asian
HG02187,CDX,East Asian,kg,,East Asian
HG02188,CDX,East Asian,kg,,East Asian
HG02190,CDX,East Asian,kg,,East Asian
HG02215,GBR,European,kg,,European
HG02219,IBS,European,kg,,European
HG02220,IBS,European,kg,,European
HG02221,IBS,European,kg,,European
HG02222,IBS,European,kg,,
HG02223,IBS,European,kg,,European
HG02224,IBS,European,kg,,European
HG02225,IBS,European,kg,,
HG02229,IBS,European,kg,,
HG02230,IBS,European,kg,,European
HG02231,IBS,European,kg,,European
HG02232,IBS,European,kg,,European
HG02233,IBS,European,kg,,European
HG02234,IBS,European,kg,,
HG02235,IBS,European,kg,,European
HG02236,IBS,European,kg,,European
HG02237,IBS,European,kg,,
HG02238,IBS,European,kg,,European
HG02239,IBS,European,kg,,European
HG02240,IBS,European,kg,,
HG02250,CDX,East Asian,kg,,East Asian
HG02252,PEL,American,kg,,
HG02253,PEL,American,kg,,
HG02255,ACB,African,kg,,
HG02256,ACB,African,kg,,
HG02257,ACB,African,kg,,
HG02258,ACB,African,kg,,
HG02259,PEL,American,kg,,American
HG02260,PEL,American,kg,,
HG02261,PEL,American,kg,,
HG02262,PEL,American,kg,,
HG02265,PEL,American,kg,,American
HG02266,PEL,American,kg,,American
HG02271,PEL,American,kg,,American
HG02272,PEL,American,kg,,American
HG02273,PEL,American,kg,,
HG02274,PEL,American,kg,,
HG02275,PEL,American,kg,,American
HG02277,PEL,American,kg,,
HG02278,PEL,American,kg,,American
HG02279,PEL,American,kg,,
HG02280,ACB,African,kg,,
HG02281,ACB,African,kg,,
HG02282,ACB,African,kg,,
HG02283,ACB,African,kg,,
HG02284,ACB,African,kg,,
HG02285,PEL,American,kg,,
HG02286,PEL,American,kg,,
HG02287,PEL,American,kg,,
HG02291,PEL,American,kg,,American
HG02292,PEL,American,kg,,American
HG02293,PEL,American,kg,,
HG02298,PEL,American,kg,,
HG02299,PEL,American,kg,,American
HG02300,PEL,American,kg,,
HG02301,PEL,American,kg,,
HG02302,PEL,American,kg,,
HG02303,PEL,American,kg,,
HG02304,PEL,American,kg,,
HG02307,ACB,African,kg,,
HG02308,ACB,African,kg,,
HG02309,ACB,African,kg,,
HG02312,PEL,American,kg,,
HG02314,ACB,African,kg,,
HG02315,ACB,African,kg,,
HG02316,ACB,African,kg,,
HG02317,ACB,African,kg,,
HG02318,ACB,African,kg,,
HG02321,ACB,African,kg,,
HG02322,ACB,African,kg,,
HG02323,ACB,African,kg,,
HG02325,ACB,African,kg,,
HG02330,ACB,African,kg,,
HG02332,ACB,African,kg,,
HG02334,ACB,African,kg,,
HG02337,ACB,African,kg,,
HG02339,ACB,African,kg,,
HG02343,ACB,African,kg,,
HG02345,PEL,American,kg,,
HG02348,PEL,American,kg,,
HG02351,CDX,East Asian,kg,,East Asian
HG02353,CDX,East Asian,kg,,East Asian
HG02355,CDX,East Asian,kg,,East Asian
HG02356,CDX,East Asian,kg,,East Asian
HG02360,CDX,East Asian,kg,,East Asian
HG02364,CDX,East Asian,kg,,East Asian
HG02367,CDX,East Asian,kg,,East Asian
HG02371,CDX,East Asian,kg,,East Asian
HG02373,CDX,East Asian,kg,,East Asian
HG02374,CDX,East Asian,kg,,East Asian
HG02375,CDX,East Asian,kg,,East Asian
HG02379,CDX,East Asian,kg,,East Asian
HG02380,CDX,East Asian,kg,,East Asian
HG02382,CDX,East Asian,kg,,East Asian
HG02383,CDX,East Asian,kg,,East Asian
HG02384,CDX,East Asian,kg,,East Asian
HG02385,CDX,East Asian,kg,,East Asian
HG02386,CDX,East Asian,kg,,East Asian
HG02389,CDX,East Asian,kg,,East Asian
HG02390,CDX,East Asian,kg,,East Asian
HG02391,CDX,East Asian,kg,,East Asian
HG02392,CDX,East Asian,kg,,East Asian
HG02394,CDX,East Asian,kg,,East Asian
HG02395,CDX,East Asian,kg,,East Asian
HG02396,CDX,East Asian,kg,,East Asian
HG02397,CDX,East Asian,kg,,East Asian
HG02398,CDX,East Asian,kg,,East Asian
HG02399,CDX,East Asian,kg,,East Asian
HG02401,CDX,East Asian,kg,,East Asian
HG02402,CDX,East Asian,kg,,East Asian
HG02406,CDX,East Asian,kg,,East Asian
HG02407,CDX,East Asian,kg,,East Asian
HG02408,CDX,East Asian,kg,,East Asian
HG02409,CDX,East Asian,kg,,East Asian
HG02410,CDX,East Asian,kg,,East Asian
HG02419,ACB,African,kg,,
HG02420,ACB,African,kg,,
HG02425,PEL,American,kg,,
HG02427,ACB,African,kg,,
HG02429,ACB,African,kg,,
HG02433,ACB,African,kg,,
HG02439,ACB,African,kg,,
HG02442,ACB,African,kg,,
HG02445,ACB,African,kg,,
HG02449,ACB,African,kg,,
HG02450,ACB,African,kg,,
HG02451,ACB,African,kg,,
HG02455,ACB,African,kg,,
HG02461,GWD,African,kg,,African
HG02462,GWD,African,kg,,African
HG02463,GWD,African,kg,,
HG02464,GWD,African,kg,,African
HG02465,GWD,African,kg,,African
HG02466,GWD,African,kg,,
HG02470,ACB,African,kg,,
HG02471,ACB,African,kg,,
HG02476,ACB,African,kg,,
HG02477,ACB,African,kg,,
HG02479,ACB,African,kg,,
HG02481,ACB,African,kg,,
HG02484,ACB,African,kg,,
HG02485,ACB,African,kg,,
HG02489,ACB,African,kg,,
HG02490,PJL,South Asian,kg,,South Asian
HG02491,PJL,South Asian,kg,,South Asian
HG02492,PJL,South Asian,kg,,
HG02493,PJL,South Asian,kg,,South Asian
HG02494,PJL,South Asian,kg,,South Asian
HG02495,PJL,South Asian,kg,,
HG02496,ACB,African,kg,,
HG02497,ACB,African,kg,,
HG02501,ACB,African,kg,,
HG02502,ACB,African,kg,,
HG02505,ACB,African,kg,,
HG02508,ACB,African,kg,,
HG02511,ACB,African,kg,,
HG02512,KHV,East Asian,kg,,East Asian
HG02513,KHV,East Asian,kg,,East Asian
HG02514,KHV,East Asian,kg,,
HG02521,KHV,East Asian,kg,,East Asian
HG02522,KHV,East Asian,kg,,East Asian
HG02523,KHV,East Asian,kg,,
HG02524,KHV,East Asian,kg,,
HG02525,KHV,East Asian,kg,,
HG02526,KHV,East Asian,kg,,
HG02536,ACB,African,kg,,
HG02537,ACB,African,kg,,
HG02541,ACB,African,kg,,
HG02545,ACB,African,kg,,
HG02546,ACB,African,kg,,
HG02549,ACB,African,kg,,
HG02554,ACB,African,kg,,
HG02555,ACB,African,kg,,
HG02557,ACB,African,kg,,
HG02558,ACB,African,kg,,
HG02561,GWD,African,kg,,African
HG02562,GWD,African,kg,,African
HG02563,GWD,African,kg,,
HG02568,GWD,African,kg,,African
HG02569,GWD,African,kg,,
HG02570,GWD,African,kg,,African
HG02571,GWD,African,kg,,African
HG02572,GWD,African,kg,,
HG02573,GWD,African,kg,,African
HG02574,GWD,African,kg,,African
HG02575,GWD,African,kg,,
HG02577,ACB,African,kg,,
HG02580,ACB,African,kg,,
HG02582,GWD,African,kg,,African
HG02583,GWD,African,kg,,African
HG02584,GWD,African,kg,,
HG02585,GWD,African,kg,,African
HG02586,GWD,African,kg,,African
HG02587,GWD,African,kg,,
HG02588,GWD,African,kg,,African
HG02589,GWD,African,kg,,African
HG02590,GWD,African,kg,,
HG02594,GWD,African,kg,,African
HG02595,GWD,African,kg,,African
HG02596,GWD,African,kg,,
HG02597,PJL,South Asian,kg,,South Asian
HG02600,PJL,South Asian,kg,,South Asian
HG02601,PJL,South Asian,kg,,South Asian
HG02602,PJL,South Asian,kg,,
HG02603,PJL,South Asian,kg,,South Asian
HG02604,PJL,South Asian,kg,,South Asian
HG02605,PJL,South Asian,kg,,
HG02610,GWD,African,kg,,African
HG02611,GWD,African,kg,,African
HG02612,GWD,African,kg,,
HG02613,GWD,African,kg,,African
HG02614,GWD,African,kg,,African
HG02615,GWD,African,kg,,
HG02620,GWD,African,kg,,African
HG02621,GWD,African,kg,,African
HG02622,GWD,African,kg,,
HG02623,GWD,African,kg,,African
HG02624,GWD,African,kg,,African
HG02625,GWD,African,kg,,
HG02628,GWD,African,kg,,African
HG02629,GWD,African,kg,,African
HG02630,GWD,African,kg,,
HG02634,GWD,African,kg,,African
HG02635,GWD,African,kg,,African
HG02636,GWD,African,kg,,
HG02642,GWD,African,kg,,African
HG02643,GWD,African,kg,,African
HG02644,GWD,African,kg,,
HG02645,GWD,African,kg,,African
HG02646,GWD,African,kg,,African
HG02647,GWD,African,kg,,
HG02648,PJL,South Asian,kg,,South Asian
HG02649,PJL,South Asian,kg,,South Asian
HG02650,PJL,South Asian,kg,,
HG02651,PJL,South Asian,kg,,South Asian
HG02652,PJL,South Asian,kg,,South Asian
HG02653,PJL,South Asian,kg,,
HG02654,PJL,South Asian,kg,,South Asian
HG02655,PJL,South Asian,kg,,South Asian
HG02656,PJL,South Asian,kg,,
HG02657,PJL,South Asian,kg,,South Asian
HG02658,PJL,South Asian,kg,,South Asian
HG02659,PJL,South Asian,kg,,
HG02660,PJL,South Asian,kg,,South Asian
HG02661,PJL,South Asian,kg,,South Asian
HG02662,PJL,South Asian,kg,,
HG02666,GWD,African,kg,,African
HG02667,GWD,African,kg,,African
HG02668,GWD,African,kg,,
HG02675,GWD,African,kg,,African
HG02676,GWD,African,kg,,African
HG02677,GWD,African,kg,,
HG02678,GWD,African,kg,,African
HG02679,GWD,African,kg,,African
HG02680,GWD,African,kg,,
HG02681,PJL,South Asian,kg,,South Asian
HG02682,PJL,South Asian,kg,,South Asian
HG02683,PJL,South Asian,kg,,
HG02684,PJL,South Asian,kg,,South Asian
HG02685,PJL,South Asian,kg,,South Asian
HG02686,PJL,South Asian,kg,,
HG02687,PJL,South Asian,kg,,South Asian
HG02688,PJL,South Asian,kg,,South Asian
HG02689,PJL,South Asian,kg,,
HG02690,PJL,South Asian,kg,,South Asian
HG02691,PJL,South Asian,kg,,South Asian
HG02692,PJL,South Asian,kg,,
HG02694,PJL,South Asian,kg,,South Asian
HG02696,PJL,South Asian,kg,,South Asian
HG02697,PJL,South Asian,kg,,South Asian
HG02698,PJL,South Asian,kg,,
HG02699,PJL,South Asian,kg,,South Asian
HG02700,PJL,South Asian,kg,,South Asian
HG02701,PJL,South Asian,kg,,
HG02702,GWD,African,kg,,African
HG02703,GWD,African,kg,,African
HG02704,GWD,African,kg,,
HG02715,GWD,African,kg,,African
HG02716,GWD,African,kg,,African
HG02717,GWD,African,kg,,
HG02721,GWD,African,kg,,African
HG02722,GWD,African,kg,,African
HG02723,GWD,African,kg,,
HG02724,PJL,South Asian,kg,,South Asian
HG02725,PJL,South Asian,kg,,South Asian
HG02726,PJL,South Asian,kg,,
HG02727,PJL,South Asian,kg,,South Asian
HG02728,PJL,South Asian,kg,,South Asian
HG02729,PJL,South Asian,kg,,
HG02731,PJL,South Asian,kg,,South Asian
HG02733,PJL,South Asian,kg,,South Asian
HG02734,PJL,South Asian,kg,,South Asian
HG02735,PJL,South Asian,kg,,
HG02736,PJL,South Asian,kg,,South Asian
HG02737,PJL,South Asian,kg,,South Asian
HG02738,PJL,South Asian,kg,,
HG02756,GWD,African,kg,,African
HG02757,GWD,African,kg,,African
HG02759,GWD,African,kg,,African
HG02760,GWD,African,kg,,African
HG02761,GWD,African,kg,,
HG02762,GWD,African,kg,,
HG02763,GWD,African,kg,,African
HG02764,GWD,African,kg,,
HG02768,GWD,African,kg,,African
HG02769,GWD,African,kg,,African
HG02770,GWD,African,kg,,
HG02771,GWD,African,kg,,African
HG02772,GWD,African,kg,,African
HG02773,GWD,African,kg,,
HG02774,PJL,South Asian,kg,,South Asian
HG02775,PJL,South Asian,kg,,South Asian
HG02776,PJL,South Asian,kg,,
HG02778,PJL,South Asian,kg,,South Asian
HG02780,PJL,South Asian,kg,,South Asian
HG02783,PJL,South Asian,kg,,South Asian
HG02784,PJL,South Asian,kg,,South Asian
HG02785,PJL,South Asian,kg,,
HG02786,PJL,South Asian,kg,,South Asian
HG02787,PJL,South Asian,kg,,South Asian
HG02788,PJL,South Asian,kg,,
HG02789,PJL,South Asian,kg,,South Asian
HG02790,PJL,South Asian,kg,,South Asian
HG02791,PJL,South Asian,kg,,
HG02792,PJL,South Asian,kg,,South Asian
HG02793,PJL,South Asian,kg,,South Asian
HG02794,PJL,South Asian,kg,,
HG02798,GWD,African,kg,,African
HG02799,GWD,African,kg,,African
HG02800,GWD,African,kg,,
HG02804,GWD,African,kg,,African
HG02805,GWD,African,kg,,African
HG02806,GWD,African,kg,,
HG02807,GWD,African,kg,,African
HG02808,GWD,African,kg,,African
HG02809,GWD,African,kg,,
HG02810,GWD,African,kg,,African
HG02811,GWD,African,kg,,African
HG02812,GWD,African,kg,,
HG02813,GWD,African,kg,,African
HG02814,GWD,African,kg,,African
HG02815,GWD,African,kg,,
HG02816,GWD,African,kg,,African
HG02817,GWD,African,kg,,African
HG02818,GWD,African,kg,,
HG02819,GWD,African,kg,,African
HG02820,GWD,African,kg,,African
HG02821,GWD,African,kg,,
HG02836,GWD,African,kg,,African
HG02837,GWD,African,kg,,African
HG02838,GWD,African,kg,,
HG02839,GWD,African,kg,,African
HG02840,GWD,African,kg,,African
HG02841,GWD,African,kg,,
HG02851,GWD,African,kg,,African
HG02852,GWD,African,kg,,African
HG02853,GWD,African,kg,,
HG02854,GWD,African,kg,,African
HG02855,GWD,African,kg,,African
HG02856,GWD,African,kg,,
HG02860,GWD,African,kg,,African
HG02861,GWD,African,kg,,African
HG02862,GWD,African,kg,,
HG02869,GWD,African,kg,,
HG02870,GWD,African,kg,,African
HG02871,GWD,African,kg,,
HG02878,GWD,African,kg,,African
HG02879,GWD,African,kg,,African
HG02880,GWD,African,kg,,
HG02881,GWD,African,kg,,African
HG02882,GWD,African,kg,,African
HG02883,GWD,African,kg,,
HG02884,GWD,African,kg,,African
HG02885,GWD,African,kg,,African
HG02886,GWD,African,kg,,
HG02887,GWD,African,kg,,African
HG02888,GWD,African,kg,,African
HG02889,GWD,African,kg,,
HG02890,GWD,African,kg,,African
HG02891,GWD,African,kg,,African
HG02892,GWD,African,kg,,
HG02895,GWD,African,kg,,African
HG02896,GWD,African,kg,,African
HG02897,GWD,African,kg,,
HG02922,ESN,African,kg,,African
HG02923,ESN,African,kg,,African
HG02924,ESN,African,kg,,
HG02938,ESN,African,kg,,African
HG02941,ESN,African,kg,,African
HG02943,ESN,African,kg,,African
HG02944,ESN,African,kg,,African
HG02945,ESN,African,kg,,
HG02946,ESN,African,kg,,African
HG02947,ESN,African,kg,,African
HG02948,ESN,African,kg,,
HG02952,ESN,African,kg,,African
HG02953,ESN,African,kg,,African
HG02954,ESN,African,kg,,
HG02964,ESN,African,kg,,
HG02965,ESN,African,kg,,
HG02966,ESN,African,kg,,
HG02968,ESN,African,kg,,African
HG02970,ESN,African,kg,,African
HG02971,ESN,African,kg,,African
HG02972,ESN,African,kg,,
HG02973,ESN,African,kg,,African
HG02974,ESN,African,kg,,African
HG02975,ESN,African,kg,,
HG02976,ESN,African,kg,,African
HG02977,ESN,African,kg,,African
HG02978,ESN,African,kg,,
HG02979,ESN,African,kg,,African
HG02980,ESN,African,kg,,
HG02981,ESN,African,kg,,African
HG02982,GWD,African,kg,,African
HG02983,GWD,African,kg,,African
HG02984,GWD,African,kg,,
HG03006,BEB,South Asian,kg,,South Asian
HG03007,BEB,South Asian,kg,,South Asian
HG03008,BEB,South Asian,kg,,
HG03009,BEB,South Asian,kg,,South Asian
HG03012,BEB,South Asian,kg,,South Asian
HG03015,PJL,South Asian,kg,,South Asian
HG03016,PJL,South Asian,kg,,South Asian
HG03017,PJL,South Asian,kg,,
HG03018,PJL,South Asian,kg,,South Asian
HG03019,PJL,South Asian,kg,,South Asian
HG03021,PJL,South Asian,kg,,South Asian
HG03022,PJL,South Asian,kg,,South Asian
HG03024,GWD,African,kg,,African
HG03025,GWD,African,kg,,African
HG03026,GWD,African,kg,,
HG03027,GWD,African,kg,,African
HG03028,GWD,African,kg,,African
HG03029,GWD,African,kg,,
HG03033,GWD,African,kg,,
HG03034,GWD,African,kg,,
HG03035,GWD,African,kg,,
HG03039,GWD,African,kg,,African
HG03040,GWD,African,kg,,African
HG03041,GWD,African,kg,,
HG03045,GWD,African,kg,,African
HG03046,GWD,African,kg,,African
HG03047,GWD,African,kg,,
HG03048,GWD,African,kg,,African
HG03049,GWD,African,kg,,African
HG03050,GWD,African,kg,,
HG03052,MSL,African,kg,,African
HG03054,MSL,African,kg,,African
HG03055,MSL,African,kg,,African
HG03056,MSL,African,kg,,
HG03057,MSL,African,kg,,African
HG03058,MSL,African,kg,,African
HG03060,MSL,African,kg,,African
HG03061,MSL,African,kg,,African
HG03063,MSL,African,kg,,African
HG03064,MSL,African,kg,,African
HG03065,MSL,African,kg,,
HG03066,MSL,African,kg,,African
HG03069,MSL,African,kg,,African
HG03072,MSL,African,kg,,African
HG03073,MSL,African,kg,,African
HG03074,MSL,African,kg,,African
HG03077,MSL,African,kg,,African
